Wine Name,Year,Winery,Rating,num_review,Price,Region,Country,Flavour group 1,Flavour group 2,Flavour group 3,Grapes 1,Grapes 2,Acidity,Sweetness,Intensity,Type
Trittenheimer Apotheke Riesling Trocken ,2023.0,Ansgar Clüsserath,4.1,467,147.6,Mosel,Germany,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Côtes du Roussillon Villages ,2022.0,Mas des Montagnes,3.5,499,34.74,Côtes du Roussillon Villages,France,red_fruit,spices,black_fruit,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Muscat d'Alsace ,2022.0,Paul Blanck,3.8,296,69.75,Alsace,France,tree_fruit,tropical_fruit,floral,muscat-blanc,muscat-ottonel,3.0,2.0,2.0,white wine
Weissburgunder 'Goldkapsel' ,2022.0,Ellermann-Spiegel,4.0,59,46.35,Pfalz,Germany,tree_fruit,citrus_fruit,spices,pinot-blanc,0,4.0,1.0,3.0,white wine
Les Onze Terrasses ,2017.0,Domaine Lafage,4.6,282,355.5,Côtes du Roussillon,France,oak,black_fruit,earth,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Pinot Noir F Alsace ,2017.0,Paul Blanck,3.9,64,148.5,Alsace,France,red_fruit,oak,spices,pinot-noir,0,4.0,1.0,2.0,red wine
Aufwind Sauvignon Blanc ,2022.0,Hensel,3.9,781,116.55,Pfalz,Germany,citrus_fruit,tropical_fruit,tree_fruit,sauvignon-blanc,0,4.5,1.0,2.0,white wine
Dues Sirah - Callet ,2019.0,Bodegas José L. Ferrer,3.7,52,48.6,Mallorca,Spain,oak,red_fruit,non_oak,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Clos de Torribas Crianza Tempranillo ,2016.0,Pinord,3.7,3238,53.64,Penedès,Spain,oak,red_fruit,non_oak,tempranillo,0,2.5,1.0,4.5,red wine
Kieselberg Riesling GG ,2022.0,Dr. Von Bassermann-Jordan,4.2,53,179.54999999999998,Pfalz,Germany,tree_fruit,citrus_fruit,vegetal,riesling,0,5.0,1.0,3.0,white wine
Terroirs d'Altitude Rosé ,2020.0,Domaine de la Borie Blanche,3.8,112,58.275,Languedoc,France,red_fruit,black_fruit,tree_fruit,shiraz-syrah,grenache-noir,3.5,1.0,3.0,rose
Hochheimer Riesling ,2021.0,Domdechant Werner,3.9,53,62.550000000000004,Rheingau,Germany,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.0,white wine
Première de Figuière Rosé ,2021.0,Figuière,4.1,318,89.10000000000001,Côtes de Provence,France,tree_fruit,citrus_fruit,red_fruit,shiraz-syrah,grenache-noir,4.0,1.0,2.5,rose
Müller-Thurgau Trocken ,2023.0,Weingut Schloss Proschwitz,3.8,131,51.75,Sachsen,Germany,tree_fruit,citrus_fruit,earth,muller-thurgau,0,2.0,1.5,2.5,white wine
Soul Sauvignon Blanc Na výsluní ,2020.0,Fabig,3.8,39,76.05,Morava,Czech Republic,tree_fruit,citrus_fruit,black_fruit,sauvignon-blanc,0,3.5,1.0,3.0,white wine
Mariengarten Grüner Veltliner Steinfeder ,2022.0,Josef Jamek,3.6,626,58.14,Wachau,Austria,tree_fruit,citrus_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Alius Marche Cabernet ,2015.0,Claudio Morelli,4.1,102,89.55,Marche,Italy,earth,0,0,sangiovese,montepulciano-d-abruzzo,3.0,1.0,3.0,red wine
Priorat Clos del Music ,2019.0,Pinord,4.0,457,134.1,Priorat,Spain,oak,black_fruit,spices,shiraz-syrah,cabernet-sauvignon,3.5,1.0,5.0,red wine
Carré de César Chablis ,2021.0,Jean Durup,3.6,39,44.1,Chablis,France,citrus_fruit,0,0,chardonnay,0,4.0,1.0,3.0,white wine
Dues Cabernet Sauvignon - Mantonegro ,2021.0,Bodegas José L. Ferrer,3.7,26,44.910000000000004,Islas Baleares,Spain,oak,spices,red_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Weiβer Burgunder SJ ,2019.0,Karl H. Johner,3.8,32,145.79999999999998,Baden,Germany,earth,tropical_fruit,tree_fruit,pinot-blanc,0,4.0,1.0,3.0,white wine
Santenay Maladière 1er Cru ,2021.0,Prieur-Brunet,4.0,26,179.955,Santenay 1er Cru 'La Maladière',France,red_fruit,oak,earth,pinot-noir,0,4.0,1.0,2.5,red wine
Blauer Spätburgunder SJ (Pinot Noir SJ) ,2021.0,Karl H. Johner,3.9,254,58.410000000000004,Baden,Germany,red_fruit,earth,black_fruit,pinot-noir,0,4.5,1.0,1.0,red wine
Furstentum Pinot Gris ,2017.0,Paul Blanck,4.1,255,144.0,Alsace Grand Cru,France,tree_fruit,earth,citrus_fruit,pinot-gris,0,2.5,1.5,3.0,white wine
Kehr Riesling Spätlese M ,2019.0,Manz,4.1,57,98.505,Rheinhessen,Germany,microbio,0,0,riesling,0,5.0,1.0,3.0,white wine
Chianti Classico Riserva Misciano ,2019.0,Borgo Scopeto,3.9,67,80.55,Chianti Classico,Italy,oak,red_fruit,earth,sangiovese,0,4.5,1.0,3.5,red wine
Tradition Weissburgunder Trocken ,2022.0,Bergdolt-Reif & Nett,3.8,82,33.39,Pfalz,Germany,citrus_fruit,earth,microbio,pinot-blanc,0,4.0,1.0,3.0,white wine
Pouilly-Fumé ,2023.0,Domaine Éric Louis,3.9,697,89.77499999999999,Pouilly-Fumé,France,citrus_fruit,earth,tree_fruit,chenin-blanc,sauvignon-blanc,4.0,1.0,2.0,white wine
Estate Reserva Merlot ,2020.0,Errazuriz,3.6,312,44.955,Curico Valley,Chile,oak,black_fruit,red_fruit,merlot,0,1.5,1.5,4.0,red wine
Qvinterra Riesling ,2023.0,Kühling-Gillot,3.8,453,65.25,Rheinhessen,Germany,citrus_fruit,tree_fruit,earth,riesling,0,5.0,1.0,3.0,white wine
Weissburgunder Trocken ,2023.0,Weingut Schloss Proschwitz,3.9,167,67.41,Sachsen,Germany,tree_fruit,earth,spices,pinot-blanc,0,4.0,1.0,3.0,white wine
Pinot Grigio ,2022.0,Cantina Bozen / Kellerei Bozen,3.9,213,47.25,Südtirol - Alto Adige,Italy,tree_fruit,citrus_fruit,earth,pinot-grigio,0,2.5,1.5,3.0,white wine
Riesling ,2023.0,Weingut Schloss Proschwitz,3.9,303,67.5,Sachsen,Germany,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Mogliano Marche Rosso ,2017.0,Claudio Morelli,4.0,110,89.91,Marche,Italy,red_fruit,citrus_fruit,microbio,sangiovese,montepulciano-d-abruzzo,3.0,1.0,3.0,red wine
Chardonnay ,2022.0,L'Orangeraie,3.7,35,31.275000000000002,Pays d'Oc,France,tropical_fruit,tree_fruit,citrus_fruit,grenache-blanc,bourboulenc,2.5,1.0,3.0,white wine
Merlot ,2022.0,Villa Rocca,3.4,509,22.14,Veneto,Italy,red_fruit,non_oak,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Jochinger Berg Riesling Federspiel ,2022.0,Josef Jamek,3.7,296,67.14,Wachau,Austria,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.5,white wine
Organic Pinot Grigio ,2023.0,Villa Teresa,3.8,1167,30.24,Veneto,Italy,tree_fruit,citrus_fruit,earth,pinot-grigio,0,2.5,1.5,3.0,white wine
Giravolta Primitivo di Manduria ,2019.0,Tenuta Pozzopalo,3.8,816,54.99,Primitivo di Manduria,Italy,red_fruit,black_fruit,spices,primitivo,0,1.5,2.5,4.0,red wine
Rosenbourg Riesling ,2019.0,Paul Blanck,3.7,44,83.25,Alsace,France,citrus_fruit,earth,tree_fruit,riesling,0,4.5,2.0,3.0,white wine
Weissburgunder 'Goldkapsel' ,2023.0,Ellermann-Spiegel,4.0,59,51.75,Pfalz,Germany,tree_fruit,citrus_fruit,spices,pinot-blanc,0,4.0,1.0,3.0,white wine
Les Clos Chablís Grand Cru ,2004.0,Vincent Dauvissat,4.3,46,1443.735,Chablis Grand Cru 'Les Clos',France,earth,citrus_fruit,microbio,chardonnay,0,4.0,1.0,3.0,white wine
Weisser Burgunder R Trocken ,2020.0,Schäfer-Fröhlich,4.1,103,277.695,Nahe,Germany,tropical_fruit,non_oak,oak,pinot-blanc,0,4.0,1.0,3.0,white wine
DMZ Grenache Noir ,2019.0,DeMorgenzon,3.7,35,62.550000000000004,Stellenbosch,South Africa,red_fruit,oak,black_fruit,grenache-noir,0,3.0,2.0,3.5,red wine
Merlot ,2021.0,Las Bas,3.5,177,51.345,Somontano,Spain,black_fruit,red_fruit,oak,merlot,0,2.0,1.0,4.0,red wine
Maranges ,2020.0,Maison En Belles Lies,4.0,497,286.11,Maranges,France,red_fruit,earth,black_fruit,pinot-noir,0,4.0,1.0,2.5,red wine
Asinoi Barbera d'Asti ,2021.0,Carussin,3.6,479,135.18,Barbera d'Asti,Italy,red_fruit,earth,oak,barbera,0,4.0,1.0,3.5,red wine
Pinot Grigio ,2021.0,Terrazze della Luna,3.7,129,53.46,Trentino,Italy,tree_fruit,citrus_fruit,earth,pinot-grigio,0,2.5,1.5,3.0,white wine
Orube Crianza ,2017.0,Solar Viejo,4.0,1135,82.8,Rioja,Spain,oak,black_fruit,non_oak,tempranillo,graciano,4.0,1.0,4.0,red wine
Vermentino ,2021.0,Caparzo,3.6,510,72.315,Toscana,Italy,tree_fruit,earth,citrus_fruit,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Rioja Graciano ,2020.0,Navajas,3.7,126,57.645,Rioja,Spain,oak,non_oak,red_fruit,tempranillo,graciano,4.0,1.0,4.0,red wine
Red Blend ,2018.0,Bodegas Piedemonte,3.4,492,59.714999999999996,Navarra,Spain,oak,black_fruit,red_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Claustru's Tinto ,2023.0,Mesão Frio,3.5,1073,40.86,Douro,Portugal,earth,red_fruit,microbio,touriga-nacional,tinta-roriz,3.0,1.0,5.0,red wine
Vecciano Toscana ,2017.0,Poggio Lauro,4.1,115,89.55,Toscana,Italy,oak,spices,non_oak,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Il Ginepro Rosso Toscana ,2022.0,Vasco Sassetti,3.6,32,47.25,Toscana,Italy,red_fruit,oak,0,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Giardinello Grillo ,2021.0,Vino Lauria,3.8,440,54.0,Terre Siciliane,Italy,citrus_fruit,tree_fruit,earth,malvasia,fiano,2.0,1.0,4.0,white wine
Chianti Classico Riserva ,2016.0,Capannelle,4.0,302,157.04999999999998,Chianti Classico,Italy,oak,red_fruit,earth,sangiovese,0,4.5,1.0,3.5,red wine
Novas Gran Reserva Sauvignon Blanc ,2021.0,Emiliana,3.8,117,64.98,San Antonio Valley,Chile,citrus_fruit,tree_fruit,vegetal,sauvignon-blanc,0,4.0,1.0,3.0,white wine
Tinto ,2019.0,Viña Ilusion,3.7,105,92.205,Rioja,Spain,oak,red_fruit,black_fruit,tempranillo,graciano,4.0,1.0,4.0,red wine
Montesco Piefranc Cabernet Franc ,2022.0,Passionate,4.1,421,193.85999999999999,Tupungato,Argentina,red_fruit,spices,oak,cabernet-franc,0,4.5,1.5,3.0,red wine
Pinot Noir Libre ,2020.0,Achillée,3.8,264,208.53000000000003,Alsace,France,red_fruit,earth,black_fruit,pinot-noir,0,4.0,1.0,2.0,red wine
Royal City Syrah ,2009.0,Charles Smith,4.6,93,895.5,Columbia Valley,United States,black_fruit,oak,earth,shiraz-syrah,0,3.5,1.0,4.0,red wine
Crianza ,2021.0,Bodega Sommos,3.8,1784,66.015,Somontano,Spain,oak,non_oak,spices,shiraz-syrah,0,3.0,1.0,4.0,red wine
Franco Riccardi ,2021.0,Nettare dei Santi,4.0,496,72.89999999999999,Collina del Milanese,Italy,black_fruit,red_fruit,dried_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Catarratto ,2022.0,Tenute Orestiadi,3.7,777,68.13,Terre Siciliane,Italy,tree_fruit,citrus_fruit,earth,malvasia,fiano,2.0,1.0,4.0,white wine
Cà Del Pazzo Sangiovese - Cabernet Sauvignon ,2017.0,Caparzo,4.0,40,206.46,Sant'Antimo,Italy,oak,earth,non_oak,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
San Venerio Vino Nobile di Montepulciano Riserva ,2018.0,La Calonica,3.9,283,181.305,Vino Nobile di Montepulciano,Italy,oak,earth,black_fruit,sangiovese,canaiolo-nero,4.0,1.0,3.5,red wine
Premium Zweigelt ,2021.0,Weingut Familie Auer,3.8,117,61.83,Thermenregion,Austria,red_fruit,black_fruit,non_oak,zweigelt,0,4.0,1.0,3.0,red wine
Claustru's Tinto ,2021.0,Mesão Frio,3.5,1073,40.86,Douro,Portugal,earth,red_fruit,microbio,touriga-nacional,tinta-roriz,3.0,1.0,5.0,red wine
Vecchia Modena Premium Mention Honorable ,2017.0,Cleto Chiarli,3.9,843,47.699999999999996,Lambrusco di Sorbara,Italy,red_fruit,citrus_fruit,microbio,ancellotta,lambrusco,4.5,3.0,3.0,sparkling wine
Podere Roverone ,2022.0,Nettare dei Santi,3.5,824,34.199999999999996,Collina del Milanese,Italy,black_fruit,red_fruit,0,nebbiolo,barbera,2.0,1.5,4.0,red wine
Rededition Sassella ,2018.0,Plozza,3.9,75,103.5,Valtellina Superiore,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Cabernet ,2020.0,Maculan,3.7,54,54.449999999999996,Breganze,Italy,spices,oak,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Vignamorello Gutturnio Superiore ,2021.0,La Tosa,4.1,83,92.25,Gutturnio,Italy,oak,spices,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Altare ,2021.0,Marramiero,4.2,141,76.5,Trebbiano d'Abruzzo,Italy,oak,tree_fruit,microbio,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Cresta del Ghiffi ,2023.0,Fratelli Agnes,3.7,759,51.75,Lombardia,Italy,red_fruit,black_fruit,floral,nebbiolo,barbera,2.0,1.5,4.0,red wine
Refosco dal Peduncolo Rosso ,2020.0,Antonutti,3.5,539,40.5,Friuli-Venezia Giulia,Italy,earth,oak,red_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Cuvée El Campanario ,1997.0,Abadía Retuerta,4.1,44,215.54999999999998,Abadía Retuerta,Spain,oak,black_fruit,earth,tempranillo,0,2.5,1.0,4.5,red wine
Chardonnay ,2020.0,Alois Lageder,3.7,396,118.44,Südtirol - Alto Adige,Italy,tree_fruit,citrus_fruit,earth,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Verdicchio dei Castelli di Jesi Classico Arbinus ,2023.0,Ciù Ciù,3.7,861,39.6,Verdicchio dei Castelli di Jesi,Italy,tree_fruit,citrus_fruit,earth,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Chenin Blanc ,2023.0,Kleine Zalze,3.6,142,55.53,Coastal Region,South Africa,tree_fruit,citrus_fruit,tropical_fruit,chenin-blanc,0,4.5,1.0,2.5,white wine
Steinterrassen Riesling ,2020.0,Weingut Stadt Krems,3.7,46,135.18,Kremstal,Austria,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.5,white wine
Ensemblo Bianco ,2017.0,La Source,3.8,91,58.949999999999996,Valle d'Aosta,Italy,tropical_fruit,0,0,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Terra del Noce Barbera d'Asti Superiore ,2016.0,Trinchero,4.0,221,143.54999999999998,Barbera d'Asti,Italy,oak,earth,red_fruit,barbera,0,4.0,1.0,3.5,red wine
Syrah ,2022.0,Moulin de Gassac,3.6,35,61.83,Hérault,France,black_fruit,spices,oak,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Chardonnay Bourgogne ,2023.0,Bouchard Aîné & Fils,3.8,2418,66.015,Bourgogne,France,oak,tree_fruit,microbio,chardonnay,0,3.0,1.0,4.0,white wine
Reserve St. Laurent ,2020.0,Weingut Familie Auer,4.1,155,114.21,Thermenregion,Austria,red_fruit,spices,non_oak,st-laurent,0,4.5,2.0,3.0,red wine
Rosso ,2018.0,Casanova di Neri,4.0,32,177.12,Sant'Antimo,Italy,earth,red_fruit,black_fruit,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
The Château 100 Year Old Vines Shiraz ,2018.0,Château Tanunda,4.2,123,770.265,Barossa,Australia,oak,earth,non_oak,shiraz-syrah,0,4.5,1.0,5.0,red wine
Estate Selection Gewürztraminer ,2022.0,Aresti,3.7,59,40.86,Curico Valley,Chile,tree_fruit,citrus_fruit,earth,gewurztraminer,0,1.5,2.5,4.0,white wine
Insigne Chardonnay ,2021.0,Carmen,3.5,42,54.495,Central Valley,Chile,citrus_fruit,oak,microbio,chardonnay,0,1.0,3.0,4.0,white wine
Reserva Carménère ,2021.0,Aresti,3.4,171,59.714999999999996,Curico Valley,Chile,earth,black_fruit,oak,carmenere,0,3.0,1.0,4.5,red wine
Reserva Sauvignon Blanc ,2020.0,Falernia,3.3,253,68.13,Elqui Valley,Chile,citrus_fruit,tree_fruit,oak,sauvignon-blanc,0,4.0,1.0,3.0,white wine
Flors di Uis ,2016.0,Vie di Romans,4.0,358,214.83,Friuli Isonzo,Italy,tree_fruit,earth,citrus_fruit,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Weißburgunder ,2020.0,Dr. Loosen,3.9,89,56.25,Mosel,Germany,tree_fruit,earth,citrus_fruit,pinot-blanc,0,4.0,1.0,3.0,white wine
Syrah ,2020.0,Murdoch Hill,3.9,73,183.375,Adelaide Hills,Australia,black_fruit,oak,earth,shiraz-syrah,0,4.0,1.0,3.5,red wine
Mukuzani (მუკუზანი) ,2021.0,Tamada,3.8,38,62.865,Mukuzani,Georgia,black_fruit,oak,non_oak,saperavi,0,4.5,2.5,4.0,red wine
Limited Release Reserva Chardonnay ,2022.0,Aresti,3.4,149,59.714999999999996,Curico Valley,Chile,tropical_fruit,tree_fruit,oak,chardonnay,0,1.0,3.0,4.0,white wine
Naposhegy Kékfrankos ,2019.0,Mészáros Pál,3.4,28,72.315,Szekszárd,Hungary,red_fruit,black_fruit,oak,blaufrankisch,0,4.5,1.5,3.0,red wine
El Maturlan ,2019.0,Santa Sofia,3.9,92,103.72500000000001,Veneto,Italy,red_fruit,oak,spices,nebbiolo,barbera,2.0,1.5,4.0,red wine
Vida Orgánica Torrontés ,2021.0,Zuccardi,3.3,236,72.315,Mendoza,Argentina,citrus_fruit,earth,tree_fruit,torrontes,0,3.5,1.0,3.5,white wine
Hermitage ,2020.0,Brunel de la Gardine,4.0,274,313.335,Hermitage,France,oak,black_fruit,earth,shiraz-syrah,0,3.5,1.0,5.0,red wine
Le Pergole Torte ,1998.0,Montevertine,4.4,215,1687.5,Toscana,Italy,oak,earth,red_fruit,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Gewürztraminer ,2022.0,Seifried Estate,4.0,63,103.72500000000001,Nelson,New Zealand,tropical_fruit,tree_fruit,earth,gewurztraminer,0,1.5,2.5,4.0,white wine
Bourgogne Pinot Noir ,2019.0,Château de Dracy,3.7,330,183.375,Bourgogne,France,red_fruit,earth,oak,pinot-noir,0,4.0,1.0,2.5,red wine
Spelt Cerasuolo d'Abruzzo Superiore Rosato ,2021.0,La Valentina,3.9,298,118.44,Cerasuolo d'Abruzzo,Italy,red_fruit,earth,oak,montepulciano-d-abruzzo,0,3.0,1.5,3.0,rose
Estate Selection Merlot ,2022.0,Aresti,3.5,28,40.86,Curico Valley,Chile,black_fruit,oak,spices,merlot,0,1.5,1.5,4.0,red wine
Old Coach Road Riesling ,2022.0,Seifried Estate,3.9,103,76.5,Nelson,New Zealand,tree_fruit,earth,citrus_fruit,riesling,0,4.5,1.0,2.5,white wine
Insigne Carmenère ,2018.0,Carmen,3.7,2595,54.495,Rapel Valley,Chile,oak,non_oak,black_fruit,carmenere,0,3.0,1.0,4.5,red wine
La Tremenda Monastrell Alicante ,2022.0,Enrique Mendoza,3.8,49,72.315,Alicante,Spain,oak,red_fruit,black_fruit,mourvedre,0,3.5,1.0,3.5,red wine
Nero Di Troia Puglia Tufarello ,2019.0,Vigneti del Vulture,4.0,1544,54.495,Puglia,Italy,black_fruit,oak,red_fruit,primitivo,aglianico,2.0,2.0,5.0,red wine
Fabelhaft Riesling ,2022.0,FIO,3.7,567,85.95,Mosel,Germany,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Syrah Sicilia ,2020.0,Feudo Arancio,3.7,335,61.83,Sicilia,Italy,spices,black_fruit,oak,primitivo,aglianico,2.0,2.0,5.0,red wine
Sauvignon Blanc ,2020.0,Murdoch Hill,3.7,192,156.15,Adelaide Hills,Australia,vegetal,citrus_fruit,tropical_fruit,sauvignon-blanc,0,4.0,1.0,3.0,white wine
Grotte Rosse Montecucco Sangiovese ,2016.0,Salustri,4.1,47,166.635,Montecucco,Italy,oak,red_fruit,earth,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Naturalmente Rosso ,2018.0,De Stefani,3.8,69,74.60999999999999,Veneto,Italy,black_fruit,dried_fruit,red_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Barbaresco Bordini ,2021.0,Elvio Cogno,3.9,1996,179.54999999999998,Barbaresco,Italy,red_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Moscato Sensuale ,2023.0,Vigneti del Vulture,4.1,794,61.83,Basilicata,Italy,tree_fruit,earth,tropical_fruit,malvasia,fiano,2.0,1.0,4.0,white wine
Monastrell - Tempranillo - Cabernet Sauvignon Crianza ,2019.0,Casa de la Ermita,3.8,55,62.865,Jumilla,Spain,oak,black_fruit,red_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Olaszrizling ,2019.0,Kolonics Pinceszet,3.6,31,82.8,Nagy-Somló,Hungary,tree_fruit,earth,oak,welschriesling,0,4.0,1.5,2.0,white wine
Cabernet ,2020.0,St. Michael-Eppan,3.9,111,103.72500000000001,Südtirol - Alto Adige,Italy,oak,tree_fruit,spices,nebbiolo,barbera,2.0,1.5,4.0,red wine
Le Saline Vermentino di Gallura Superiore ,2020.0,Vigneti Zanatta,4.1,633,166.635,Vermentino di Gallura,Italy,earth,oak,microbio,malvasia,fiano,2.0,1.0,4.0,white wine
Trisquel Gran Reserva Sauvignon Blanc ,2021.0,Aresti,3.7,148,88.02,Leyda Valley,Chile,citrus_fruit,vegetal,tree_fruit,sauvignon-blanc,0,4.0,1.0,3.0,white wine
Gewürztraminer ,2018.0,Willm,3.8,40,72.89999999999999,Alsace,France,tree_fruit,earth,floral,gewurztraminer,0,2.0,2.5,4.0,white wine
Bianco ,2019.0,Tenuta di Aglaea,4.0,29,98.77499999999999,Sicilia,Italy,earth,citrus_fruit,tropical_fruit,malvasia,fiano,2.0,1.0,4.0,white wine
Le Fossette ,2023.0,Alberto Longo,3.8,709,67.05,Puglia,Italy,citrus_fruit,tree_fruit,earth,malvasia,fiano,2.0,1.0,4.0,white wine
Montecalvo Toscana Bianco ,2023.0,Rigoloccio,3.9,186,53.955,Toscana,Italy,tree_fruit,earth,citrus_fruit,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Cavallina ,2020.0,Claudio Mariotto,4.0,48,131.85,Colli Tortonesi,Italy,earth,citrus_fruit,tree_fruit,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Steinleiten Moscato Giallo ,2022.0,Castel Sallegg,3.8,84,62.955,Südtirol - Alto Adige,Italy,tree_fruit,citrus_fruit,floral,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Carpané Corvina Veronese ,2019.0,Scriani,4.0,944,79.64999999999999,Rosso Veronese,Italy,oak,black_fruit,spices,nebbiolo,barbera,2.0,1.5,4.0,red wine
Piemonte Grignolino ,2023.0,Carlin de Paolo,3.5,142,42.75,Piemonte,Italy,red_fruit,earth,non_oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Contrada Monte Gorna Riserva Vecchie Viti Rosso ,2015.0,Nicosia,4.1,42,119.7,Etna,Italy,red_fruit,spices,non_oak,primitivo,aglianico,2.0,2.0,5.0,red wine
Sori'Costa Fiore Dolcetto di Diano d'Alba ,2022.0,Cascina Adelaide,3.9,237,72.0,Dolcetto di Diano d'Alba,Italy,black_fruit,red_fruit,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Vigna Del Mandorlo Dolcetto d'Alba ,2023.0,Elvio Cogno,3.5,1485,52.65,Dolcetto d'Alba,Italy,red_fruit,black_fruit,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Horreum Cannonau di Sardegna ,2022.0,Melis,3.8,92,54.405,Cannonau di Sardegna,Italy,black_fruit,0,0,grenache-noir,0,3.0,1.0,4.0,red wine
Rosso ,2012.0,Barone di Serramarrocco,4.4,62,124.64999999999999,Terre Siciliane,Italy,black_fruit,earth,oak,primitivo,aglianico,2.0,2.0,5.0,red wine
Nebbiolo d'Alba Ca Veja ,2021.0,PAITIN,3.8,932,91.755,Nebbiolo d'Alba,Italy,red_fruit,oak,earth,nebbiolo,0,5.0,1.0,4.0,red wine
Nero d'Avola ,2022.0,Vigneti,4.0,76,34.65,Terre Siciliane,Italy,black_fruit,dried_fruit,microbio,primitivo,aglianico,2.0,2.0,5.0,red wine
Chaudelune Vin de Glace ,2021.0,Cave Mont Blanc de Morgex et la Salle,4.0,585,178.20000000000002,Valle d'Aosta,Italy,earth,dried_fruit,tree_fruit,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Rebo Rigotti ,2021.0,Pravis,3.9,34,58.5,Vigneti delle Dolomiti,Italy,oak,red_fruit,black_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Cabernet Sauvignon Toscana ,2014.0,San Fabiano Calcinaia,3.6,78,49.905,Toscana,Italy,oak,earth,non_oak,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Sandrin Coste della Sesia Nebbiolo ,2023.0,Gaggiano,3.8,88,76.5,Coste della Sesia,Italy,black_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Paulin Dolcetto d'Alba ,2021.0,Gianni Gagliardo,3.7,648,58.5,Piemonte,Italy,red_fruit,oak,black_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Gervasio ,2019.0,Gaggiano,3.9,90,112.05,Bramaterra,Italy,red_fruit,earth,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Primitivo di San Vito ,2016.0,Cantine Cifarelli,3.9,218,54.675000000000004,Basilicata,Italy,black_fruit,red_fruit,spices,primitivo,0,1.5,2.5,4.0,red wine
La Casa In Collina Barbaresco ,2017.0,Vite Colte,3.8,251,80.55,Barbaresco,Italy,red_fruit,oak,earth,nebbiolo,0,5.0,1.0,4.0,red wine
Arpeggio Nerello Mascalese ,2022.0,Settesoli,3.4,2347,26.19,Terre Siciliane,Italy,red_fruit,earth,oak,primitivo,aglianico,2.0,2.0,5.0,red wine
Kreda ,2015.0,De Stefani,4.2,230,522.9449999999999,Veneto,Italy,oak,black_fruit,non_oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Barbaresco ,1964.0,Francesco Rinaldi & Figli,3.9,337,404.55,Barbaresco,Italy,earth,red_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Rosso di Montepulciano ,2022.0,Avignonesi,3.7,6786,60.75,Rosso di Montepulciano,Italy,red_fruit,oak,earth,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Sauvignon ,2023.0,Dario Coos,3.7,256,46.800000000000004,Friuli-Venezia Giulia,Italy,tropical_fruit,tree_fruit,0,arneis,pinot-blanc,3.0,2.0,4.0,white wine
