Wine Name,Year,Winery,Rating,num_review,Price,Region,Country,Flavour group 1,Flavour group 2,Flavour group 3,Grapes 1,Grapes 2,Acidity,Sweetness,Intensity,Type
Saint-Émilion Grand Cru ,1998.0,Château Peyrelongue,3.9,872,135.0,Saint-Émilion Grand Cru,France,black_fruit,red_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
El Barba Malbec ,2016.0,Zorzal,4.3,95,405.0,Mendoza,Argentina,oak,black_fruit,earth,malbec,0,2.5,1.5,4.0,red wine
Saint-Émilion Grand Cru (Grand Cru Classé) ,1992.0,Château Laroque,4.1,20432,112.5,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Viñas Viejas Tempranillo ,2005.0,Leda,4.1,63,166.04999999999998,Castilla y León,Spain,oak,earth,black_fruit,tempranillo,0,2.5,1.0,4.5,red wine
St. Laurent ,2017.0,Johanneshof Reinisch,3.8,184,57.6,Thermenregion,Austria,red_fruit,oak,earth,st-laurent,0,4.5,2.0,3.0,red wine
St. Laurent ,2016.0,Johanneshof Reinisch,3.7,114,57.735,Thermenregion,Austria,red_fruit,oak,earth,st-laurent,0,4.5,2.0,3.0,red wine
Real Agrado Rosado ,2020.0,Viñedos de Alfaro,3.5,111,28.349999999999998,Rioja,Spain,black_fruit,red_fruit,citrus_fruit,grenache-noir,0,3.0,1.5,3.0,rose
Niederhäuser Hermannshöhle Riesling Trocken ,2013.0,Jakob Schneider,3.9,605,265.5,Nahe,Germany,tree_fruit,earth,tropical_fruit,riesling,0,5.0,1.0,3.0,white wine
Magnus Niederhäuser Hermannshöhle Riesling Trocken ,2020.0,Jakob Schneider,4.1,60,121.5,Nahe,Germany,earth,citrus_fruit,tree_fruit,riesling,0,5.0,1.0,3.0,white wine
Vieilles Vignes Santenay ,2018.0,Domaine Borgeot,3.9,79,98.55,Santenay,France,red_fruit,earth,oak,pinot-noir,0,4.0,1.0,2.5,red wine
Myra ,2022.0,Ansitz Waldgries,4.1,668,85.5,Trentino,Italy,citrus_fruit,vegetal,oak,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Oestrich Lenchen Q 1 Riesling ,2020.0,Querbach,4.0,226,98.55,Rheingau,Germany,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.0,white wine
Tessellae GSM Old Vines ,2021.0,Domaine Lafage,3.9,38,49.050000000000004,Côtes du Roussillon,France,black_fruit,red_fruit,oak,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Nerosanlorè ,2012.0,Gulfi,4.0,58,319.635,Terre Siciliane,Italy,oak,earth,black_fruit,primitivo,aglianico,2.0,2.0,5.0,red wine
Käferberg Grüner Veltliner ,2013.0,Weszeli,4.3,52,237.6,Kamptal,Austria,tree_fruit,earth,oak,gruner-veltliner,0,4.0,1.0,2.0,white wine
Seeberg Riesling ,2013.0,Weszeli,4.2,44,237.6,Kamptal,Austria,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
Brouilly ,2016.0,Château de Pierreux,3.7,1078,65.25,Brouilly,France,red_fruit,oak,black_fruit,gamay,0,5.0,1.0,1.0,red wine
Cuvée Particulière Crozes-Hermitage Rouge ,2018.0,Domaine des Remizières,3.8,105,87.75,Crozes-Hermitage,France,oak,black_fruit,earth,shiraz-syrah,0,3.0,1.0,4.0,red wine
Grenache Noir ,2017.0,Mas Saint Pierre,3.8,44,31.5,Côtes Catalanes,France,red_fruit,spices,earth,grenache-noir,0,2.5,1.0,3.5,red wine
Bourgogne Hautes-Côtes de Nuits 'Les Genevrières' ,2018.0,Patrick Hudelot,3.9,308,87.75,Bourgogne Hautes-Côtes de Nuits,France,black_fruit,dried_fruit,red_fruit,pinot-noir,0,4.0,1.0,2.5,red wine
Saint Joseph Poivre et Sol ,2015.0,Francois Villard,3.9,277,117.0,Saint-Joseph,France,spices,black_fruit,oak,shiraz-syrah,0,3.5,1.0,4.5,red wine
Langenberg ,2016.0,Marcel Deiss,4.0,194,186.75,Alsace,France,tree_fruit,earth,citrus_fruit,gewurztraminer,muscat-blanc,3.0,2.0,3.0,white wine
Vacqueyras ,2011.0,Montvac,4.1,43,89.77499999999999,Vacqueyras,France,black_fruit,0,0,shiraz-syrah,grenache-noir,3.5,1.0,4.0,red wine
Brouilly ,2020.0,Cave du Château des Loges,3.8,256,38.025,Brouilly,France,red_fruit,black_fruit,oak,gamay,0,5.0,1.0,1.0,red wine
Pomerol ,2016.0,Château Saint-Jacques,4.2,141,146.92499999999998,Pomerol,France,oak,red_fruit,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Ürziger Würzgarten Riesling Trocken ,2021.0,Joh. Jos. Christoffel Erben,3.9,54,55.125,Ürzig,Germany,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Tinto ,2022.0,Campos de Risca,3.4,371,31.275000000000002,Jumilla,Spain,earth,oak,black_fruit,shiraz-syrah,grenache-noir,4.0,1.0,5.0,red wine
Bordeaux Rouge ,2020.0,Château de l'Aubrade,3.6,165,38.475,Bordeaux,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Ürziger Würzgarten Riesling Trocken ,2019.0,Joh. Jos. Christoffel Erben,4.0,56,127.8,Ürzig,Germany,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Châteauneuf-du-Pape Rouge ,2013.0,Domaine Galévan,4.3,82,161.775,Châteauneuf-du-Pape,France,earth,oak,black_fruit,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Kalterersee Auslese Classico Superiore ,2016.0,Colterenzio (Schreckbichl),3.5,40,44.324999999999996,Südtirol - Alto Adige,Italy,red_fruit,vegetal,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Côtes-du-Rhône ,2022.0,Domaine Autrand,3.6,248,38.25,Côtes-du-Rhône,France,red_fruit,black_fruit,oak,shiraz-syrah,grenache-noir,3.5,1.0,4.0,red wine
Saint-Estèphe ,2009.0,Château la Haye,3.9,285,103.27499999999999,Saint-Estèphe,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Tempranillo ,2018.0,Orvalaiz,3.2,32,31.05,Navarra,Spain,red_fruit,0,0,tempranillo,0,2.5,1.0,4.5,red wine
Crozes-Hermitage Grand Classique Blanc ,2022.0,Cave de Tain,3.5,591,79.2,Crozes-Hermitage,France,tree_fruit,citrus_fruit,earth,viognier,roussanne,2.0,1.5,3.5,white wine
Gris des Sables ,2022.0,Domaine de Montcalm,3.7,890,68.175,Sable de Camargue,France,red_fruit,tree_fruit,citrus_fruit,shiraz-syrah,grenache-noir,3.5,1.0,3.0,rose
Marinus ,1995.0,Bernardus,4.3,2670,180.0,Carmel Valley,United States,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.0,1.0,5.0,red wine
Saint-Émilion Grand Cru ,1979.0,Château Tour du Cauze,3.8,3683,112.5,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Puisseguin Saint-Émilion ,2018.0,Château Rigaud,4.1,217,99.0,Puisseguin-Saint-Émilion,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Vosne-Romanée ,2016.0,Michel Noëllat,4.3,200,301.5,Vosne-Romanée,France,red_fruit,oak,earth,pinot-noir,0,4.5,1.0,3.0,red wine
La Closerie Chinon ,2015.0,Couly-Dutheil,3.5,215,65.25,Chinon,France,red_fruit,earth,non_oak,cabernet-franc,0,4.0,1.5,3.5,red wine
Les Riaux Pouilly-Fumé ,2018.0,Domaine de Riaux,3.7,128,108.0,Pouilly-Fumé,France,earth,tree_fruit,citrus_fruit,chenin-blanc,sauvignon-blanc,4.0,1.0,2.0,white wine
La Demoiselle de Sociando-Mallet Haut-Médoc ,2010.0,Château Sociando-Mallet,3.8,704,117.0,Haut-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Domaine du Grand Montmirail Beaumes de Venise ,2016.0,Yves Cheron,3.6,48,67.5,Beaumes-de-Venise,France,black_fruit,earth,oak,shiraz-syrah,grenache-noir,3.5,1.0,4.0,red wine
Graves Cadet Rouge ,2018.0,Château Brondelle,3.5,129,49.5,Graves,France,red_fruit,spices,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Bonarda ,2018.0,Don Cristobal,3.6,93,33.75,Mendoza,Argentina,black_fruit,earth,oak,bonarda,0,4.5,1.5,3.0,red wine
Gevrey-Chambertin ,2012.0,Méo-Camuzet,4.0,47,405.0,Gevrey-Chambertin,France,red_fruit,earth,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Les Fagottes Saint-Joseph ,2022.0,Cave Saint Désirat,4.0,57,108.0,Saint-Joseph,France,black_fruit,red_fruit,spices,shiraz-syrah,0,3.5,1.0,4.5,red wine
Saint-Émilion Grand Cru (Grand Cru Classé until 2012) ,2011.0,Château La Tour du Pin Figeac,3.8,218,198.0,Saint-Émilion Grand Cru,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Blaye - Côtes de Bordeaux ,2018.0,Château Chantemerle,3.3,94,36.0,Blaye - Côtes de Bordeaux,France,red_fruit,spices,vegetal,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Echezeaux Grand Cru ,2016.0,Michel Noëllat,4.4,27,846.0,Échezeaux Grand Cru,France,red_fruit,earth,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Fixin Vieilles Vignes ,2017.0,Domaine Denis Mortet,4.4,56,270.0,Fixin,France,red_fruit,earth,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Marsannay 'La Montagne' Rouge ,2014.0,Olivier Guyot,3.9,32,157.5,Marsannay,France,red_fruit,oak,earth,pinot-noir,0,4.5,1.0,3.0,red wine
Châteauneuf-du-Pape Cornelia Constanza ,2017.0,Domaine de la Solitude - Famille Lancon,4.2,48,256.5,Châteauneuf-du-Pape,France,red_fruit,spices,oak,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Les Chatenays Saint-Véran ,2017.0,Domaine Carrette,3.9,44,90.0,Saint-Véran,France,tree_fruit,citrus_fruit,spices,chardonnay,aligote,2.5,1.0,3.0,white wine
Chassagne-Montrachet 1er Cru 'Les Chaumées' ,2010.0,Vincent Girardin,4.3,42,283.5,Chassagne-Montrachet 1er Cru 'Les Chaumes',France,oak,citrus_fruit,non_oak,chardonnay,pinot-gris,3.0,1.0,4.0,white wine
Sauternes ,2016.0,Château Fontaine,3.7,65,90.0,Sauternes,France,earth,citrus_fruit,tree_fruit,sauvignon-blanc,semillion,4.5,5.0,5.0,dessert wine
Les Cades Rouge ,2018.0,Château Pech Redon,3.9,26,67.5,La Clape,France,black_fruit,red_fruit,spices,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Saint-Émilion Grand Cru (Grand Cru Classé) ,2009.0,Château Bellevue,4.2,248,499.5,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Colette Gros Chablis 1er Cru 'Les Fourneaux' ,2019.0,Alain Gautheron,3.9,234,117.0,Chablis 1er Cru 'Les Fourneaux',France,citrus_fruit,earth,microbio,chardonnay,0,4.0,1.0,3.0,white wine
EQ Pinot Noir ,2021.0,Matetic,4.0,3204,155.25,Casablanca Valley,Chile,red_fruit,oak,earth,pinot-noir,0,3.0,1.0,3.0,red wine
Second de Camensac Haut-Médoc ,2010.0,Château de Camensac,3.4,43,157.5,Haut-Médoc,France,black_fruit,earth,oak,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Saint-Émilion Grand Cru ,1985.0,Château Curé Bon Madeleine,4.3,49,112.5,Saint-Émilion Grand Cru,France,earth,red_fruit,spices,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Monte Tabor Amarone della Valpolicella ,2012.0,Fidora,4.3,169,157.5,Amarone della Valpolicella,Italy,black_fruit,oak,red_fruit,corvina,rondinella,2.0,3.0,5.0,red wine
Terrasses du Larzac ,2007.0,Mas Jullien,4.0,42,405.0,Terrasses du Larzac,France,earth,black_fruit,oak,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Margaux ,1984.0,Château Deyrem Valentin,4.0,5633,112.5,Margaux,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Saint-Julien ,2003.0,Chateau Haut-Beychevelle-Gloria,4.0,2549,90.0,Saint-Julien,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Les Murgers des Cras Nuits-Saint-Georges ,2018.0,Domaine Perrot-Minot,4.4,45,675.0,Nuits-Saint-Georges,France,red_fruit,earth,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Vosne-Romanée 'Aux Réas' ,1994.0,Domaine François Gerbet,3.9,765,180.0,Vosne-Romanée,France,oak,earth,red_fruit,pinot-noir,0,4.5,1.0,3.0,red wine
Noblesse Coteaux du Layon 'Rablay' ,1999.0,Domaine des Sablonnettes,3.8,35,180.0,Coteaux du Layon 'Rablay-sur-Layon',France,tree_fruit,tropical_fruit,earth,chenin-blanc,0,4.5,4.0,3.5,dessert wine
Saint-Estèphe ,1996.0,Château de Pez,4.0,90,157.5,Saint-Estèphe,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Pacifico Monferrato Rosso ,2018.0,l'Armangia,3.8,124,83.25,Monferrato,Italy,black_fruit,red_fruit,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Meursault 'Les Grands Charrons' ,2018.0,Vincent Dancer,4.1,227,1215.0,Meursault,France,citrus_fruit,tree_fruit,microbio,chardonnay,pinot-gris,3.0,1.0,4.0,white wine
Saint-Émilion Grand Cru (Grand Cru Classé) ,2005.0,Château Sansonnet,4.0,76,157.5,Saint-Émilion Grand Cru,France,black_fruit,oak,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Poggio della Badia Brunello di Montalcino ,2005.0,Fanti,4.2,330,157.5,Brunello di Montalcino,Italy,red_fruit,oak,black_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Pinot Noir ,2019.0,Shelter Winery,4.0,36,157.5,Baden,Germany,earth,oak,red_fruit,pinot-noir,0,4.5,1.0,1.0,red wine
Refosco dal Peduncolo Rosso ,2022.0,La Magnolia,3.5,212,60.75,Colli Orientali del Friuli,Italy,tropical_fruit,citrus_fruit,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Puligny-Montrachet 'Le Trézin' ,2020.0,Domaine Larue,4.2,60,258.75,Puligny-Montrachet,France,oak,citrus_fruit,microbio,chardonnay,pinot-gris,3.0,1.0,4.0,white wine
Pernand-Vergelesses Rouge ,2019.0,Rollin Père et Fils,4.1,74,150.75,Pernand-Vergelesses,France,red_fruit,earth,oak,pinot-noir,0,4.0,1.0,2.5,red wine
Chassagne-Montrachet 1er Cru Clos Saint-Jean Blanc ,2021.0,Paul Pillot,4.3,358,720.0,Chassagne-Montrachet 1er Cru 'Chassagne du Clos Saint-Jean',France,oak,citrus_fruit,earth,chardonnay,pinot-gris,3.0,1.0,4.0,white wine
Volnay ,2018.0,Rebourgeon-Mure,3.9,199,173.25,Volnay,France,red_fruit,earth,black_fruit,pinot-noir,0,4.0,1.0,2.5,red wine
Meursault Les Meurgers ,2020.0,Domaine Mazilly Père & Fils,4.2,31,247.5,Meursault,France,microbio,oak,citrus_fruit,pinot-noir,0,4.0,1.0,2.5,red wine
Laurent B. Côtes du Rhône ,2020.0,Brusset,3.9,275,36.0,Côtes-du-Rhône,France,red_fruit,oak,earth,shiraz-syrah,grenache-noir,3.5,1.0,4.0,red wine
Bramare Rebon Vineyard Malbec ,2017.0,Viña Cobos,4.6,736,405.0,La Consulta,Argentina,oak,black_fruit,earth,malbec,0,3.5,1.5,4.0,red wine
Le Cadet de Larmande Saint-Émilion ,2003.0,Château Larmande,3.9,55,90.0,Saint-Émilion,France,earth,red_fruit,oak,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Les Dionnières Hermitage Rouge ,2018.0,Fayolle Fils & Fille,4.1,193,225.0,Hermitage,France,black_fruit,red_fruit,oak,shiraz-syrah,0,3.5,1.0,5.0,red wine
Felipe Rutini ,2009.0,Rutini,4.6,2078,1575.0,Tupungato,Argentina,oak,earth,non_oak,cabernet-sauvignon,cabernet-franc,4.0,1.0,5.0,red wine
Cuvée Maréchal Prieur Sancerre Blanc ,2018.0,Domaine Pierre Prieur & Fils,4.1,193,162.0,Sancerre,France,tree_fruit,oak,citrus_fruit,chenin-blanc,sauvignon-blanc,4.0,1.0,2.0,white wine
Mercurey ,2020.0,Domaine Jacques Dury,3.7,75,105.75,Mercurey,France,red_fruit,spices,earth,pinot-noir,0,4.0,1.0,2.0,red wine
Clos Sauveplane Faugères ,2001.0,Frédéric Brouca,3.9,155,135.0,Faugères,France,earth,oak,black_fruit,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Les Hauts de Lynch-Moussas Haut-Médoc ,2013.0,Château Lynch-Moussas,3.9,173,112.5,Haut-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Cahors ,1998.0,Château de Hauterive,3.6,277,67.5,Cahors,France,black_fruit,earth,oak,malbec,0,3.0,1.0,4.0,red wine
Réserve Saint-Estèphe ,2018.0,Mouton Cadet,3.6,96,90.0,Saint-Estèphe,France,oak,non_oak,black_fruit,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Gran Reserva ,1990.0,Bodegas Urbina,4.1,1845,135.0,Rioja,Spain,oak,earth,non_oak,tempranillo,graciano,4.0,1.0,4.0,red wine
Pessac-Léognan Rouge ,2012.0,Domaine de Grandmaison,3.8,190,101.25,Pessac-Léognan,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Saint-Émilion Grand Cru ,2004.0,Château Grand Faurie La Rose,4.0,34,90.0,Saint-Émilion Grand Cru,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
La Princesa Monastrell ,2020.0,Óscar Olmos Vinos,3.9,245,74.25,Jumilla,Spain,black_fruit,earth,oak,mourvedre,0,3.5,1.0,3.5,red wine
Montagny 1er Cru 'Les Coères' ,2020.0,Domaine Feuillat-Juillot,4.2,177,303.75,Montagny 1er Cru 'Les Coeres',France,oak,microbio,citrus_fruit,chardonnay,aligote,2.5,1.0,3.0,white wine
Amarone della Valpolicella Classico ,2007.0,Monteci,4.1,57,135.0,Amarone della Valpolicella Classico,Italy,oak,black_fruit,non_oak,corvina,rondinella,2.0,3.0,5.0,red wine
Soave Classico Monte Fiorentine ,2023.0,Ca' Rugate,3.8,1913,83.25,Soave Classico,Italy,citrus_fruit,tree_fruit,earth,trebbiano,garganega,3.5,1.0,2.5,white wine
Haut-Médoc (Grand Cru Classé) ,1998.0,Château Belgrave,4.0,130,157.5,Haut-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
La Damnée des Prieur Sancerre ,2021.0,Domaine Pierre Prieur & Fils,4.1,34,101.25,Sancerre,France,tree_fruit,citrus_fruit,earth,chenin-blanc,sauvignon-blanc,4.0,1.0,2.0,white wine
Saint-Émilion Grand Cru ,1982.0,Château Tourans,3.9,598,112.5,Saint-Émilion Grand Cru,France,oak,black_fruit,red_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Six Tonner Merlot Reserve ,2018.0,Darling Cellars,3.5,85,44.550000000000004,Darling,South Africa,oak,black_fruit,non_oak,merlot,0,3.0,1.5,4.0,red wine
Estate Vineyards Syrah (Shiraz) ,2011.0,Rust En Vrede,4.2,423,486.0,Stellenbosch,South Africa,oak,spices,black_fruit,shiraz-syrah,0,3.5,1.0,4.5,red wine
Conclusion ,2016.0,Boschkloof,4.3,148,130.5,Stellenbosch,South Africa,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Estate Vineyards Syrah (Shiraz) ,2013.0,Rust En Vrede,4.2,876,396.0,Stellenbosch,South Africa,oak,spices,black_fruit,shiraz-syrah,0,3.5,1.0,4.5,red wine
Château Haut Barrail Médoc ,2015.0,Cyril Gillet,3.7,164,81.0,Médoc,France,earth,black_fruit,non_oak,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Vosne-Romanée ,2015.0,Michel Noëllat,4.2,193,369.0,Vosne-Romanée,France,red_fruit,oak,earth,pinot-noir,0,4.5,1.0,3.0,red wine
Mazoyères-Chambertin Grand-Cru ,2016.0,Domaine des Beaumont,4.3,57,675.0,Mazoyères-Chambertin Grand Cru,France,red_fruit,black_fruit,floral,pinot-noir,0,4.5,1.0,3.0,red wine
Meursault 1er Cru 'Perrières' ,2014.0,Albert Grivault,4.3,54,463.5,Meursault 1er Cru 'Perrières',France,oak,earth,microbio,chardonnay,pinot-gris,3.0,1.0,4.0,white wine
Bordeaux Rouge ,2016.0,Château Haut Maurin,3.3,156,36.0,Bordeaux,France,black_fruit,citrus_fruit,red_fruit,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Chablis Premier Cru 'Les Fourneaux' ,2018.0,Charly Nicolle,4.3,102,121.5,Chablis 1er Cru 'Les Fourneaux',France,earth,tree_fruit,citrus_fruit,chardonnay,0,4.0,1.0,3.0,white wine
Cuvée Spéciale Pic-Saint-Loup ,2017.0,Les Deesses Muettes,4.0,341,141.75,Pic-Saint-Loup,France,black_fruit,0,0,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Saint-Émilion Grand Cru ,2000.0,Château Haut-Plantey,4.0,29,47.25,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Bourgogne Pinot Noir ,2015.0,G. Roblot Marchand & Fils,3.6,222,72.0,Bourgogne,France,red_fruit,oak,spices,pinot-noir,0,4.0,1.0,2.5,red wine
Vermentino ,2019.0,Felline,3.3,135,33.75,Puglia,Italy,citrus_fruit,tree_fruit,earth,malvasia,fiano,2.0,1.0,4.0,white wine
Epistem Monastrell ,2020.0,Atlan & Artisan,4.1,39,71.55,Vino de España,Spain,oak,non_oak,earth,mourvedre,0,3.5,1.0,3.5,red wine
Les Terrasses Châteauneuf-du-Pape ,2016.0,Domaine Olivier Hillaire,4.4,43,223.51500000000001,Châteauneuf-du-Pape,France,red_fruit,oak,spices,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Grauer Burgunder Aulerde ,2020.0,Schlossmühlenhof,4.0,59,35.550000000000004,Rheinhessen,Germany,citrus_fruit,earth,tree_fruit,pinot-gris,0,2.5,1.5,3.0,white wine
Devon - S ,2022.0,Weingut Toni Jost,3.9,487,54.0,Mittelrhein,Germany,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
8 Vents Mallorca ,2018.0,Atlan & Artisan,4.1,769,88.51500000000001,Mallorca,Spain,spices,earth,black_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Organic Chardonnay ,2018.0,Farm Hand,3.7,86,39.735,South Australia,Australia,oak,microbio,tree_fruit,chardonnay,0,3.0,1.5,3.5,white wine
L’Anima Toscana Bianco ,2000.0,Livernano,3.7,163,44.1,Toscana,Italy,tree_fruit,citrus_fruit,oak,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Toro ,2018.0,Vetus,4.1,275,72.0,Toro,Spain,oak,black_fruit,non_oak,tempranillo,0,2.5,1.0,4.5,red wine
Cueva de Lobos Rosado ,2023.0,Bodegas Javier San Pedro Ortega,3.7,103,26.099999999999998,Rioja,Spain,red_fruit,tree_fruit,citrus_fruit,tempranillo,0,4.5,1.5,3.0,rose
Celsus Chianti ,2020.0,Trambusti,3.7,198,144.45000000000002,Chianti,Italy,red_fruit,oak,black_fruit,sangiovese,trebbiano,4.0,1.0,3.0,red wine
Aiaiai ,2022.0,En Números Vermells,4.0,387,77.175,Priorat,Spain,black_fruit,red_fruit,oak,shiraz-syrah,cabernet-sauvignon,3.5,1.0,5.0,red wine
Gamonal ,2022.0,Pardevalles,3.8,1667,56.699999999999996,Tierra de León,Spain,oak,spices,black_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
La Miloquera Garnatxa Vella ,2021.0,Vendrell Rived,4.2,63,159.75,Montsant,Spain,black_fruit,red_fruit,spices,shiraz-syrah,cabernet-sauvignon,3.5,1.0,4.5,red wine
Mas Tortó Brisat ,2022.0,Celler de Capçanes,4.0,46,67.95,Montsant,Spain,dried_fruit,tree_fruit,citrus_fruit,grenache-blanc,0,3.0,2.0,3.0,white wine
Siós Cau del Gat ,2020.0,Costers del Sió,4.1,136,82.8,Costers del Segre,Spain,spices,oak,red_fruit,shiraz-syrah,grenache-noir,4.0,1.0,5.0,red wine
Riesling Edition ,2002.0,Querbach,4.2,146,54.0,Rheingau,Germany,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Rioja Reserva Mazuelo ,2017.0,Beronia,3.9,160,78.52499999999999,Rioja,Spain,oak,earth,black_fruit,tempranillo,graciano,4.0,1.0,4.0,red wine
Finca Morenillo ,2015.0,Celler Piñol,4.2,606,179.32500000000002,Tarragona,Spain,oak,earth,red_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Oestrich Lenchen Q 1 Riesling ,1994.0,Querbach,4.0,226,81.0,Rheingau,Germany,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.0,white wine
Fruchtig Riesling ,2001.0,Querbach,4.0,80,54.0,Rheingau,Germany,citrus_fruit,tree_fruit,vegetal,riesling,0,5.0,1.0,3.0,white wine
Pinot Noir ,2005.0,Querbach,3.9,31,94.5,Rheingau,Germany,oak,earth,non_oak,pinot-noir,0,4.5,1.0,1.0,red wine
Oestrich Lenchen Q 1 Riesling ,1973.0,Querbach,4.0,226,144.0,Rheingau,Germany,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.0,white wine
Pinot Noir ,2018.0,Querbach,3.9,257,81.0,Rheingau,Germany,oak,earth,non_oak,pinot-noir,0,4.5,1.0,1.0,red wine
Pinot Noir ,2003.0,Querbach,3.9,257,108.0,Rheingau,Germany,oak,earth,non_oak,pinot-noir,0,4.5,1.0,1.0,red wine
Pinot Noir ,2006.0,Querbach,3.9,36,108.0,Rheingau,Germany,oak,earth,non_oak,pinot-noir,0,4.5,1.0,1.0,red wine
Oestrich Lenchen Q 1 Riesling ,1976.0,Querbach,4.0,226,144.0,Rheingau,Germany,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.0,white wine
Terrer d'Aubert ,2019.0,Vinyes del Terrer,4.0,95,59.13,Tarragona,Spain,oak,black_fruit,earth,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Rioja Ganko ,2016.0,Olivier Rivière,3.7,139,150.29999999999998,Rioja,Spain,oak,red_fruit,black_fruit,tempranillo,graciano,4.0,1.0,4.0,red wine
Parcelas de Maturana Tinta Colección Rioja ,2018.0,Vivanco,4.3,69,170.32500000000002,Rioja,Spain,oak,spices,black_fruit,tempranillo,graciano,4.0,1.0,4.0,red wine
Eos Tinto ,2018.0,Loxarel,3.8,75,51.75,Penedès,Spain,oak,non_oak,black_fruit,shiraz-syrah,0,3.0,1.0,4.0,red wine
